OBJECTID,AxeBrue_IDB_merged_140219_Snapped_OBJECTID,AxeBrue_IDB_merged_140219_Snapped_Water_leve,AxeBrue_IDB_merged_140219_Snapped_Owned_by,AxeBrue_IDB_merged_140219_Snapped_Operated_b,AxeBrue_IDB_merged_140219_Snapped_Watercours,AxeBrue_IDB_merged_140219_Snapped_Descriptio,AxeBrue_IDB_merged_140219_Snapped_X,AxeBrue_IDB_merged_140219_Snapped_Y,AxeBrue_IDB_merged_140219_Snapped_Lat,AxeBrue_IDB_merged_140219_Snapped_Long_,AxeBrue_IDB_merged_140219_Snapped_Source,AxeBrue_IDB_merged_140219_Snapped_Enabled,AxeBrue_IDB_merged_140219_Snapped_NEAR_FID,AxeBrue_IDB_merged_140219_Snapped_NEAR_DIST,AxeBrue_IDB_merged_140219_Snapped_NEAR_X,AxeBrue_IDB_merged_140219_Snapped_NEAR_Y,AxeBrue_IDB_merged_140219_Snapped_Dimensions,AxeBrue_IDB_merged_140219_Snapped_FID_1,AxeBrue_IDB_merged_140219_Snapped_Structure,AxeBrue_IDB_merged_140219_Snapped_structure_,AxeBrue_IDB_merged_140219_Snapped_Count_,AxeBrue_IDB_merged_140219_Snapped_AncillaryR,AxeBrue_IDB_merged_140219_Snapped_AncillaryRole,AxeBrue_IDB_merged_140219_Snapped_SnapDist,AxeBrue_IDB_merged_140219_Snapped_ForcedMove,AxeBrue_IDB_merged_140219_Snapped_SnapQual,AxeBrue_IDB_merged_140219_Snapped_SrchName,AxeBrueIDB_Sum_Output_OBJECTID,AxeBrueIDB_Sum_Output_FREQUENCY,AxeBrueIDB_Sum_Output_SiteID,DistFromLn,DistAlngLn,SiteID,FREQUENCY,OID_1,Object,SnapDist,ForcedMove,SnapQual,SrchName,US_Accum3,USLength,SUM_USLength,AvailUSNet
1,1, ,EA,EA,River Brue,"Pair of lifting sluices
with tilting crests",333230,146210,0,51.211174,South Drain,1,59,31.96018791,334332.4673,147840.252,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,1,1,1,1.06353E-05,0.924587369,1,1,,1,0,N,"Nearest Polyline, no name check",n/a,3810.116943,3750.238525,3.565243721,3746.673282
339,339,,,,,,346550,141258,,,AxeBrueIDB_structures+N,1,1084,4.945702079,346553.7044,141261.2768,,235,UB92,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,328,7,339,2.8841E-06,0.609243155,339,1,,339,0,N,"Nearest Polyline, no name check",n/a,23592.46094,21916.23242,18238.5293,3677.703125
127,127,,,,,,330292,153853,,,AxeBrueIDB_structures+N,1,281,0.864303562,330292.2695,153853.8212,,23,BB06,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,125,3,127,1.21264E-05,0.999122441,127,1,,127,0,N,"Nearest Polyline, no name check",n/a,3499.977539,3499.382568,0,3499.382568
287,287,,,,,,354464,139928,,,AxeBrueIDB_structures+N,1,407,1.192140711,354463.9853,139929.1921,,183,UB39,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,278,1,287,4.99175E-05,0.263780892,287,2,,287,0,N,"Nearest Polyline, no name check",n/a,32053.45313,31169.87305,27674.12695,3495.746094
140,140,,,,,,337798,140908,,,AxeBrueIDB_structures+N,1,367,0.434885525,337797.567,140907.9593,,36,C03,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,138,1,140,2.30726E-05,0.571806908,140,1,,140,0,N,"Nearest Polyline, no name check",n/a,3242.769531,3041.032471,0,3041.032471
103,103,Waterleaze Inlet Boards,UB IDB,UB IDB,Waterleaze Rhyne,Tilting weir,348480,140330,51.159888,-2.7381188,North Drain,1,411,2.175076464,348481.1117,140331.8695, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,101,2,103,1.16054E-05,0.88823694,103,1,,103,0,N,"Nearest Polyline, no name check",n/a,24713.48438,24497.03711,21480.91797,3016.119141
433,433,,,,,,347183,144464,,,AxeBrueIDB_structures+N,1,175,84.90445163,348145.0456,143527.4616,,158,UB13,Stoplogs,1,0,0,0.112999998,N,"Nearest Polyline, no name check",n/a,421,1,433,4.13061E-05,0.626123607,433,1,,433,0,N,"Nearest Polyline, no name check",n/a,3745.61377,2883.397461,79.28748322,2804.109978
202,202,,,,,,337663,145254,,,AxeBrueIDB_structures+N,1,409,1.888233074,337662.5706,145252.1612,,98,M08,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,196,1,202,3.82301E-05,0.999981046,202,1,,202,0,N,"Nearest Polyline, no name check",n/a,7150.209961,7150.154785,4394.443359,2755.711426
325,325,,,,,,352203,140883,,,AxeBrueIDB_structures+N,1,177,2.199830042,352203.5335,140885.1342,,221,UB78,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,315,1,325,4.08379E-05,0.628133178,325,1,,325,0,N,"Nearest Polyline, no name check",n/a,34736.09766,33738.51172,31169.87305,2568.638672
191,191,,,,,,336280,143490,,,AxeBrueIDB_structures+N,1,1051,299.6204729,336198.9585,143201.5478,,87,H39,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,185,1,191,4.39075E-05,0.800086737,191,1,,191,0,N,"Nearest Polyline, no name check",n/a,12089.15723,11661.19043,9120.714844,2540.475586
301,301,,,,,,352060,135895,,,AxeBrueIDB_structures+N,1,655,0.750441187,352059.7904,135895.7206,,197,UB53,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,292,1,301,2.30159E-05,0.997268498,301,1,,301,0,N,"Nearest Polyline, no name check",n/a,2529.330811,2523.744385,0,2523.744385
284,284,,,,,,353048,140195,,,AxeBrueIDB_structures+N,1,401,0.936114355,353048.8154,140195.4599,,180,UB36,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,275,1,284,4.01026E-05,0.540697098,284,1,,284,0,N,"Nearest Polyline, no name check",n/a,4567.805176,2469.799072,0,2469.799072
428,428,,,,,,334139,142531,,,AxeBrueIDB_structures+N,1,168,0.307278654,334138.6928,142531.0067,,324,H43,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,417,1,428,5.60078E-06,0.877685249,428,1,,428,0,N,"Nearest Polyline, no name check",n/a,2233.159424,2224.730469,0,2224.730469
346,346,,,,,,339610,146680,,,AxeBrueIDB_structures+N,1,453,4.196495263,339606.9782,146682.9119,,242,W07,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,335,4,346,1.61623E-05,0.226048321,346,1,,346,0,N,"Nearest Polyline, no name check",n/a,15454.27539,14229.4043,12025.48926,2203.915039
320,320,,,,,,349954,141435,,,AxeBrueIDB_structures+N,1,510,12.17662793,349952.3451,141447.0636,,216,UB73,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,310,8,320,4.63493E-05,0.006133199,320,1,,320,0,N,"Nearest Polyline, no name check",n/a,26959.96875,25561.80273,23368.29297,2193.509766
368,368,,,,,,338307,142553,,,AxeBrueIDB_structures+N,1,487,239.2628888,338355.9109,142787.2103,,264,XC01,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,357,3,368,2.25711E-05,0.687446654,368,1,,368,0,N,"Nearest Polyline, no name check",n/a,14200.18359,13863.39648,11676.3877,2187.008789
263,263,,,,,,348396,140136,,,AxeBrueIDB_structures+N,1,411,0.179170643,348396.1784,140136.0166,,159,UB14,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,255,1,263,2.10594E-05,0.08238592,263,1,,263,2.60800004,N,"Nearest Polyline, no name check",n/a,29523.62891,24081.10547,21916.23242,2164.873047
249,249,,,,,,349373,139580,,,AxeBrueIDB_structures+N,1,49,5.704836522,349378.7047,139579.9656,,145,UB01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,241,3,249,3.2805E-05,0.830723941,249,1,,249,0,N,"Nearest Polyline, no name check",n/a,3467.783203,3316.475586,1190.459229,2126.016357
283,283,,,,,,351312,137248,,,AxeBrueIDB_structures+N,1,344,1.064316794,351311.4036,137247.1185,,179,UB35,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,274,1,283,1.6454E-05,0.830336511,283,1,,283,0,N,"Nearest Polyline, no name check",n/a,2447.991211,2032.656616,0,2032.656616
266,266,,,,,,341654,143310,,,AxeBrueIDB_structures+N,1,86,0.210633479,341654.1781,143310.1124,,162,UB17,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,258,1,266,3.10808E-05,0.883037508,266,1,,266,0,N,"Nearest Polyline, no name check",n/a,2254.497314,1990.805664,0,1990.805664
8,8,Withy Drove Pumping Station,EA,EA,Huntspill River,Pumping Station,332680,144160,0,51.192679,South Drain,1,21,107.2355916,332257.6822,143344.9764,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,8,1,8,0,0.899942935,8,1,,8,0,N,"Nearest Polyline, no name check",n/a,2202.935303,1982.515991,0,1982.515991
321,321,,,,,,349727,141024,,,AxeBrueIDB_structures+N,1,78,13.57933237,349721.6166,141036.4667,,217,UB74,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,311,1,321,4.92214E-05,0.24853082,321,1,,321,0,N,"Nearest Polyline, no name check",n/a,3657.110352,1950.873657,0,1950.873657
318,318,,,,,,349043,141198,,,AxeBrueIDB_structures+N,1,75,0.2726151,349043.2496,141198.1096,,214,UB71,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,308,1,318,1.22421E-05,0.636362612,318,1,,318,0,N,"Nearest Polyline, no name check",n/a,3134.786133,2596.829102,722.9981079,1873.830994
120,120,,,,,,338830,152340,,,AxeBrueIDB_structures+N,1,12,0.223256564,338830.1568,152340.159,,16,BA03,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,118,1,120,5.31721E-05,0.803721905,120,1,,120,0,N,"Nearest Polyline, no name check",n/a,2302.191895,1850.322021,0,1850.322021
75,75,Totney Drove Inlet No 1,EA,EA,River Brue,Penstock,342440,143380,51.186734,-2.8249714,North Drain,1,1083,5.08435657,342437.6031,143375.5161,18? culvert with penstock,,,,,,,0,N,"Nearest Polyline, no name check",n/a,75,4,75,1.89714E-05,0.581474721,75,1,,75,0,N,"Nearest Polyline, no name check",n/a,19302.75977,17136.63672,15315.64258,1820.994141
268,268,,,,,,345287,144712,,,AxeBrueIDB_structures+N,1,352,0.399245579,345287.3825,144711.8857,,164,UB19,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,260,1,268,3.29289E-05,0.98013097,268,1,,268,0,N,"Nearest Polyline, no name check",n/a,1814.943359,1802.758057,0,1802.758057
85,85,Godney Crossroads,UB IDB,UB IDB,"Tripps Drove Rhyne, Godney Middle Rhyne",Penning hatch,347420,143480,51.188114,-2.7537372,North Drain,1,332,6.495190407,347420.2571,143473.5099,Hinged grate doubles as operating platform.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,85,1,85,0,0.989163518,85,1,,85,0,N,"Nearest Polyline, no name check",n/a,1820.444824,1800.717529,0,1800.717529
256,256,,,,,,347420,143480,,,AxeBrueIDB_structures+N,1,332,6.495190407,347420.2571,143473.5099,,152,UB07,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,248,1,256,0,0.989163518,256,1,,256,0,N,"Nearest Polyline, no name check",n/a,1820.444824,1800.717529,0,1800.717529
122,122,,,,,,330556,156260,,,AxeBrueIDB_structures+N,1,27,1.386031046,330557.386,156260.0136,,18,BB01,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,120,1,122,3.56747E-05,0.977850258,122,1,,122,0,N,"Nearest Polyline, no name check",n/a,1803.501587,1763.554443,0,1763.554443
411,411,,,,,,333039,150549,,,AxeBrueIDB_structures+N,1,308,4.301246841,333037.0626,150545.1598,,307,BK03,Spillway,0,,,0,N,"Nearest Polyline, no name check",n/a,400,1,411,8.08541E-06,0.538674474,411,1,,411,0,N,"Nearest Polyline, no name check",n/a,4669.09082,2668.630371,911.3024902,1757.327881
319,319,,,,,,348636,142119,,,AxeBrueIDB_structures+N,1,75,0.258365246,348636.2368,142119.1034,,215,UB72,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,309,1,319,2.55431E-05,0.808680534,319,1,,319,0,N,"Nearest Polyline, no name check",n/a,1758.456055,1738.741089,0,1738.741089
269,269,,,,,,345907,144820,,,AxeBrueIDB_structures+N,1,325,1.583306705,345905.4692,144820.4044,,165,UB20,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,261,1,269,8.80342E-06,0.98294431,269,1,,269,0,N,"Nearest Polyline, no name check",n/a,1734.708008,1724.351685,19.1467495,1705.204935
118,118,,,,,,338699,151460,,,AxeBrueIDB_structures+N,1,391,0.285148115,338699.2062,151460.197,,14,BA01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,116,1,118,3.15448E-05,0.932128012,118,1,,118,0,N,"Nearest Polyline, no name check",n/a,1760.705688,1641.203125,0,1641.203125
231,231,,,,,,349110,145985,,,AxeBrueIDB_structures+N,1,408,2.755357056,349110.3755,145982.2703,,127,UA11,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,223,1,231,4.89638E-05,0.510454893,231,1,,231,0,N,"Nearest Polyline, no name check",n/a,1981.095703,1588.190552,0,1588.190552
138,138,,,,,,331422,157006,,,AxeBrueIDB_structures+N,1,358,0.238909371,331421.7623,157005.9757,,34,BL09,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,136,1,138,2.9486E-05,0.991351485,138,1,,138,0,N,"Nearest Polyline, no name check",n/a,2408.891846,2388.058594,811.3938599,1576.664734
233,233,,,,,,345511,150206,,,AxeBrueIDB_structures+N,1,306,0.759525779,345511.3781,150206.6587,,129,UA13,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,225,1,233,2.24564E-05,0.845276594,233,1,,233,0,N,"Nearest Polyline, no name check",n/a,2156.164307,1822.555298,249.5756836,1572.979614
424,424,,,,,,346171,143706,,,AxeBrueIDB_structures+N,1,416,0.186527921,346171.0167,143705.8142,,320,UB103,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,413,1,424,2.10801E-05,0.665505409,424,1,,424,0,N,"Nearest Polyline, no name check",n/a,2687.065186,1915.707886,368.4693604,1547.238525
168,168,,,,,,330588,145369,,,AxeBrueIDB_structures+N,1,402,0.412059504,330588.4104,145368.9521,,64,H10,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,166,3,168,1.43356E-05,0.198663473,168,1,,168,0,N,"Nearest Polyline, no name check",n/a,2066.734863,1518.79248,0,1518.79248
148,148,,,,,,339890,142524,,,AxeBrueIDB_structures+N,1,488,60.24875599,339864.0985,142469.6031,,44,C13,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,146,5,148,1.09426E-05,0.462468684,148,5,,148,0,N,"Nearest Polyline, no name check",n/a,16867.68164,15433.81836,13916.58301,1517.235352
154,154,,,,,,339325,141084,,,AxeBrueIDB_structures+N,1,418,1.272047327,339325.2551,141085.2462,,50,C19,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,152,1,154,5.48401E-06,0.944031358,154,1,,154,0,N,"Nearest Polyline, no name check",n/a,1602.484253,1512.795288,0,1512.795288
71,71,Tealham RWLA SL2,EA,EA,Non Main River,Penning boards,340910,145570,51.206268,-2.8472218,North Drain,1,1127,11.80280754,340909.1948,145558.2247,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,71,8,71,9.69324E-06,0.018718008,71,1,,71,0,N,"Nearest Polyline, no name check",n/a,23252.23633,16020.68848,14532.81836,1487.870117
102,102,Whites Drove Inlet,UB IDB,UB IDB,Whites Drove Rhyne,Feed hatch,346930,143620,51.189327,-2.7607686,North Drain,1,174,1.629262377,346929.5244,143618.4417, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,100,1,102,5.04697E-07,0.845780671,102,1,,102,0,N,"Nearest Polyline, no name check",n/a,1733.45813,1472.416016,40.3934288,1432.022587
130,130,,,,,,330019,152657,,,AxeBrueIDB_structures+N,1,414,2.084453225,330019.6226,152655.0107,,26,BB09,Flap valve,0,,,396.3739929,Y,"Nearest Polyline, no name check",n/a,128,1,130,1.28212E-05,0.998727918,130,1,,130,0,N,"Nearest Polyline, no name check",n/a,1430.728394,1428.908325,0,1428.908325
182,182,,,,,,335419,142386,,,AxeBrueIDB_structures+N,1,382,0.40604681,335418.8885,142385.6096,,78,H28,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,177,2,182,3.64534E-05,0.744513333,182,1,,182,0,N,"Nearest Polyline, no name check",n/a,14811.6875,13981.46484,12558.13184,1423.333008
289,289,,,,,,351305,141146,,,AxeBrueIDB_structures+N,1,510,7.24531911,351306.368,141153.115,,185,UB41,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,280,9,289,0,0.99227339,289,5,,289,0,N,"Nearest Polyline, no name check",n/a,26959.96875,26949.09961,25561.80273,1387.296875
165,165,,,,,,330998,146510,,,AxeBrueIDB_structures+N,1,371,0.99381653,330997.6888,146509.0562,,61,H07,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,163,5,165,3.39176E-05,0.941572726,165,1,,165,0,N,"Nearest Polyline, no name check",n/a,2261.348389,2224.46582,873.9358521,1350.529968
159,159,,,,,,336665,155295,,,AxeBrueIDB_structures+N,1,104,0.449766922,336665.4407,155294.9104,,55,EB02,Penstock,0,,,0.152999997,N,"Nearest Polyline, no name check",n/a,157,1,159,4.47529E-05,0.901692927,159,1,,159,0,N,"Nearest Polyline, no name check",n/a,1346.068604,1317.140381,0,1317.140381
56,56,Hurn Weir,EA,EA,River Sheppey,Penning boards,349360,143770,51.190897,-2.7260216,North Drain,1,990,3.056799558,349362.705,143771.4237,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,56,11,56,1.25707E-05,0.856163204,56,1,,56,0,N,"Nearest Polyline, no name check",n/a,26545.62109,25965.42383,24663.30273,1302.121094
152,152,,,,,,336686,141997,,,AxeBrueIDB_structures+N,1,326,5.464410697,336684.8494,141991.6581,,48,C17,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,150,1,152,7.60507E-07,0.895621717,152,1,,152,0,N,"Nearest Polyline, no name check",n/a,1438.789673,1288.611328,0,1288.611328
225,225,,,,,,347313,145562,,,AxeBrueIDB_structures+N,1,185,4.184605269,347313.1673,145566.1813,,121,UA05,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,217,1,225,4.03504E-05,0.985125899,225,1,,225,0,N,"Nearest Polyline, no name check",n/a,1292.134644,1272.915283,0,1272.915283
161,161,,,,,,333707,143665,,,AxeBrueIDB_structures+N,1,421,0.278023246,333706.9883,143665.2778,,57,H02,Bund,0,,,0,N,"Nearest Polyline, no name check",n/a,159,1,161,2.30246E-05,0.705853581,161,1,,161,0,N,"Nearest Polyline, no name check",n/a,1765.328369,1246.063354,0,1246.063354
93,93,Moggs Rhyne Crannel Inlet,UB IDB,UB IDB,Moggs Rhyne Crannel River Sheppy,Disk valve,349150,142790,51.182067,-2.7288873,North Drain,1,990,9.788585771,349148.6173,142799.6904, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,91,10,93,3.57528E-05,0.533355057,93,1,,93,0,N,"Nearest Polyline, no name check",n/a,26545.62109,24663.30273,23438.76953,1224.533203
177,177,,,,,,335469,146338,,,AxeBrueIDB_structures+N,1,417,0.741540673,335469.2388,146338.702,,73,H23,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,173,2,177,3.58236E-05,0.953665078,177,1,,177,0,N,"Nearest Polyline, no name check",n/a,1278.978149,1223.79541,0,1223.79541
300,300,,,,,,351841,135827,,,AxeBrueIDB_structures+N,1,363,0.231265255,351840.8558,135826.8192,,196,UB52,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,291,3,300,2.89189E-06,0.970048904,300,1,,300,0,N,"Nearest Polyline, no name check",n/a,1875.026489,1818.867432,616.809082,1202.05835
322,322,,,,,,349933,139972,,,AxeBrueIDB_structures+N,1,49,0.18377879,349933.148,139972.109,,218,UB75,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,312,2,322,2.81684E-05,0.081720442,322,1,,322,0,N,"Nearest Polyline, no name check",n/a,1324.380005,1190.459229,0,1190.459229
315,315,,,,,,349821,140075,,,AxeBrueIDB_structures+N,1,49,4.394839512,349818.471,140078.5943,,211,UB68,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,305,1,315,2.49332E-05,0.4883174,315,1,,315,0,N,"Nearest Polyline, no name check",n/a,3663.168213,2391.442871,1223.792236,1167.650635
251,251,,,,,,349891,141245,,,AxeBrueIDB_structures+N,1,42,5.480248229,349893.7452,141240.2569,,147,UB03,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,243,1,251,2.26925E-05,0.99000001,251,1,,251,11.77799988,Y,"Nearest Polyline, no name check",n/a,1177.789063,1166.01123,0,1166.01123
277,277,,,,,,348226,142099,,,AxeBrueIDB_structures+N,1,117,1.694119259,348226.6458,142100.5662,,173,UB28,Flap valve,1,,,10.28999996,Y,"Nearest Polyline, no name check",n/a,268,1,277,2.47554E-05,0.967039704,277,1,,277,0,N,"Nearest Polyline, no name check",n/a,1151.914307,1141.624634,0,1141.624634
145,145,,,,,,339535,141790,,,AxeBrueIDB_structures+N,1,122,0.519945089,339534.4832,141789.9425,,41,C10,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,143,1,145,4.38437E-05,0.060054824,145,1,,145,0,N,"Nearest Polyline, no name check",n/a,1529.377197,1110.649414,0,1110.649414
350,350,,,,,,340026,146084,,,AxeBrueIDB_structures+N,1,172,9.73603547,340035.669,146082.8595,,246,W11,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,339,1,350,4.38681E-06,0.993789494,350,1,,350,0,N,"Nearest Polyline, no name check",n/a,1097.646362,1093.683472,0,1093.683472
104,104,,,,,,342315,154140,,,AxeBrueIDB_structures+N,1,103,0.912186313,342315.7365,154139.4619,,0,AX01,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,102,1,104,5.48196E-05,0.986718476,104,1,,104,0,N,"Nearest Polyline, no name check",n/a,1114.019897,1099.223999,7.92223978,1091.301759
307,307,,,,,,354520,133794,,,AxeBrueIDB_structures+N,1,298,0.102779501,354519.9012,133794.0283,,203,UB59,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,298,3,307,6.30526E-06,0.999691308,307,1,,307,0,N,"Nearest Polyline, no name check",n/a,37636.66016,37636.26953,36553.03125,1083.238281
2,2,Highbridge Clyse,Private,Private,River Brue,Two vertical lifting gates and two tidal,331350,147240,0,51.220211,South Drain,1,371,157.6444455,330720.7467,146633.6801,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,2,1,2,0,0.42188707,2,1,,2,0,N,"Nearest Polyline, no name check",n/a,2517.938232,1080.329712,0,1080.329712
5,5,Huntspill Sluice,EA,EA,Huntspill River,"Two pairs of vertical
lifting gates",329260,145730,0,51.20638,South Drain,1,371,157.6444455,330720.7467,146633.6801,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,5,1,5,0,0.42188707,5,1,,5,0,N,"Nearest Polyline, no name check",n/a,2517.938232,1080.329712,0,1080.329712
9,9,Sloway Lane Pumping Station,EA,EA,Huntspill River,Pumping Station,330230,145130,0,51.201105,South Drain,1,371,157.6444455,330720.7467,146633.6801,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,9,1,9,0,0.42188707,9,1,,9,0,N,"Nearest Polyline, no name check",n/a,2517.938232,1080.329712,0,1080.329712
425,425,,,,,,346345,144766,,,AxeBrueIDB_structures+N,1,294,0.15086722,346345.0442,144766.1442,,321,UB104,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,414,2,425,4.52092E-05,0.911943674,425,1,,425,0,N,"Nearest Polyline, no name check",n/a,1069.682861,1068.701294,0,1068.701294
331,331,,,,,,353099,134278,,,AxeBrueIDB_structures+N,1,3,2.877048362,353097.5854,134275.4948,,227,UB84,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,320,1,331,4.98888E-05,0.711627841,331,1,,331,0,N,"Nearest Polyline, no name check",n/a,1420.488281,1057.422729,0.081613421,1057.341116
29,29,Clyse Hole Weir/Gauging Station,EA,EA,River Brue,Fixed weir,349410,137750,0,51.136774,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,29,1,29,3.73034E-05,0.770704687,29,1,,29,0,N,"Nearest Polyline, no name check",n/a,1342.077393,1045.796875,0,1045.796875
30,30,Bankers Hatch,EA,EA,River Brue,Penstock,349380,137760,0,51.136861,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,30,1,30,3.73034E-05,0.770704687,30,1,,30,0,N,"Nearest Polyline, no name check",n/a,1342.077393,1045.796875,0,1045.796875
31,31,Throttle Culvert,EA,EA,River Brue,Culvert,349340,137770,0,51.136948,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,31,1,31,3.73034E-05,0.770704687,31,1,,31,0,N,"Nearest Polyline, no name check",n/a,1342.077393,1045.796875,0,1045.796875
34,34,Actis Tunnel,EA,EA,EA South Drain,Culvert,349230,137730,0,51.136578,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,34,1,34,3.73034E-05,0.770704687,34,1,,34,0,N,"Nearest Polyline, no name check",n/a,1342.077393,1045.796875,0,1045.796875
39,39,A39 Culvert,Highways,Highways,South Drain,Fixed weir,348620,137490,0,51.134366,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,39,1,39,3.73034E-05,0.770704687,39,1,,39,0,N,"Nearest Polyline, no name check",n/a,1342.077393,1045.796875,0,1045.796875
426,426,,,,,,346311,144751,,,AxeBrueIDB_structures+N,1,1127,3.076698122,346311.4711,144754.0404,,322,UB105,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,415,11,426,1.68974E-05,0.770194292,426,1,,426,0,N,"Nearest Polyline, no name check",n/a,23252.23633,21558.68555,20514.29492,1044.390625
253,253,,,,,,348023,143154,,,AxeBrueIDB_structures+N,1,332,1.539580531,348022.8831,143155.5351,,149,UB05,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,245,2,253,3.59162E-05,0.989560962,253,1,,253,0,N,"Nearest Polyline, no name check",n/a,1055.019287,1044.005859,0,1044.005859
365,365,,,,,,342247,144467,,,AxeBrueIDB_structures+N,1,404,5.080580298,342245.4226,144462.1705,,261,W26,Culvert,0,,,0.007,N,"Nearest Polyline, no name check",n/a,354,2,365,2.13881E-05,0.996467233,365,1,,365,0,N,"Nearest Polyline, no name check",n/a,1210.791382,1206.514038,176.8483276,1029.66571
275,275,,,,,,349087,139767,,,AxeBrueIDB_structures+N,1,78,2.729308976,349087.007,139769.7293,,171,UB26,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a,266,2,275,0,0.995993912,275,1,,275,0,N,"Nearest Polyline, no name check",n/a,3657.110352,3648.014404,2620.37085,1027.643555
264,264,,,,,,348486,140332,,,AxeBrueIDB_structures+N,1,411,0.966090272,348485.1341,140332.4285,,160,UB15,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,256,1,264,3.34566E-05,0.997507691,264,1,,264,0,N,"Nearest Polyline, no name check",n/a,1020.695496,1018.151611,0,1018.151611
