OBJECTID,AxeBrue_IDB_merged_140219_Snapped_OBJECTID,AxeBrue_IDB_merged_140219_Snapped_Water_leve,AxeBrue_IDB_merged_140219_Snapped_Owned_by,AxeBrue_IDB_merged_140219_Snapped_Operated_b,AxeBrue_IDB_merged_140219_Snapped_Watercours,AxeBrue_IDB_merged_140219_Snapped_Descriptio,AxeBrue_IDB_merged_140219_Snapped_X,AxeBrue_IDB_merged_140219_Snapped_Y,AxeBrue_IDB_merged_140219_Snapped_Lat,AxeBrue_IDB_merged_140219_Snapped_Long_,AxeBrue_IDB_merged_140219_Snapped_Source,AxeBrue_IDB_merged_140219_Snapped_Enabled,AxeBrue_IDB_merged_140219_Snapped_NEAR_FID,AxeBrue_IDB_merged_140219_Snapped_NEAR_DIST,AxeBrue_IDB_merged_140219_Snapped_NEAR_X,AxeBrue_IDB_merged_140219_Snapped_NEAR_Y,AxeBrue_IDB_merged_140219_Snapped_Dimensions,AxeBrue_IDB_merged_140219_Snapped_FID_1,AxeBrue_IDB_merged_140219_Snapped_Structure,AxeBrue_IDB_merged_140219_Snapped_structure_,AxeBrue_IDB_merged_140219_Snapped_Count_,AxeBrue_IDB_merged_140219_Snapped_AncillaryR,AxeBrue_IDB_merged_140219_Snapped_AncillaryRole,AxeBrue_IDB_merged_140219_Snapped_SnapDist,AxeBrue_IDB_merged_140219_Snapped_ForcedMove,AxeBrue_IDB_merged_140219_Snapped_SnapQual,AxeBrue_IDB_merged_140219_Snapped_SrchName,AxeBrueIDB_Sum_Output_OBJECTID,AxeBrueIDB_Sum_Output_FREQUENCY,AxeBrueIDB_Sum_Output_SiteID,DistFromLn,DistAlngLn,SiteID,FREQUENCY,OID_1,Object,SnapDist,ForcedMove,SnapQual,SrchName,US_Accum3,USLength,SUM_USLength,AvailUSNet
203,203,,,,,,337679,147635,,,AxeBrueIDB_structures+N,1,47,0.319052473,337678.9939,147635.319,,99,M09,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,197,1,203,1.86327E-05,0.9890607,203,1,,203,0,N,"Nearest Polyline, no name check",n/a,1004.608765,993.6190796,0,993.6190796
229,229,,,,,,350598,145432,,,AxeBrueIDB_structures+N,1,444,0.26920445,350597.9963,145431.7308,,125,UA09,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,221,2,229,2.09774E-05,0.741807878,229,1,,229,0,N,"Nearest Polyline, no name check",n/a,31991.93164,30299.73438,29312.24609,987.4882812
57,57,Lewis Drove Sluice/TW,EA,EA,North Drain,Tilting weir,346790,144670,51.198755,-2.7629276,North Drain,1,208,2.782879543,346792.6604,144669.1835,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,57,1,57,3.25905E-06,0.992399156,57,1,,57,0,N,"Nearest Polyline, no name check",n/a,968.6333008,961.2709351,0,961.2709351
109,109,,,,,,332668,147990,,,AxeBrueIDB_structures+N,1,72,2.034593557,332666.3172,147991.1436,,5,B03,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,107,1,109,1.61839E-05,0.504270732,109,1,,109,0,N,"Nearest Polyline, no name check",n/a,1896.838501,956.5202026,0,956.5202026
208,208,,,,,,337255,145581,,,AxeBrueIDB_structures+N,1,379,0.029169527,337254.9742,145580.9865,,104,M14,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,202,1,208,5.09776E-05,0.757574439,208,1,,208,0,N,"Nearest Polyline, no name check",n/a,1237.526001,937.5180664,0,937.5180664
110,110,,,,,,332526,147135,,,AxeBrueIDB_structures+N,1,72,0.333313684,332526.2909,147134.8372,,6,B04,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,108,1,110,4.29568E-05,0.994882107,110,1,,110,0,N,"Nearest Polyline, no name check",n/a,1896.838501,1887.130615,956.5202026,930.6104126
108,108,,,,,,331426,150486,,,AxeBrueIDB_structures+N,1,308,1.346653808,331425.5713,150487.2766,,4,B02,Bund,0,,,0,N,"Nearest Polyline, no name check",n/a,106,1,108,5.48365E-06,0.13341777,108,1,,108,0,N,"Nearest Polyline, no name check",n/a,4669.09082,911.3024902,0,911.3024902
81,81,Browns Bank,UB IDB,UB IDB,Butter Ditch Godney Middle Rhyne,Syphon with upstream inlet,347980,142760,51.181692,-2.7456205,North Drain,1,990,10.85797175,347979.7652,142770.8554,Inverted syphon under River Sheppy with inlet penstock from Butter Ditch and secondary inlet from river on downstream side of siphon. Outfall culvert under public highway to G M Rhyne.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,81,9,81,3.58024E-05,0.229781225,81,1,,81,0,N,"Nearest Polyline, no name check",n/a,26545.62109,23438.76953,22538.20117,900.5683594
369,369,,,,,,339767,141515,,,AxeBrueIDB_structures+N,1,41,0.414620466,339767.3978,141514.883,,265,XC02,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,358,1,369,2.85892E-05,0.805008411,369,1,,369,0,N,"Nearest Polyline, no name check",n/a,1143.008423,920.1314087,52.74811172,867.383297
214,214,,,,,,339233,147186,,,AxeBrueIDB_structures+N,1,351,0.941194334,339233.1291,147186.9323,,110,M20,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,207,2,214,1.76371E-06,0.368563801,214,1,,214,0,N,"Nearest Polyline, no name check",n/a,2303.062256,848.8253174,0,848.8253174
282,282,,,,,,352327,143430,,,AxeBrueIDB_structures+N,1,144,1.746271731,352325.7664,143431.236,,178,UB33,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,273,1,282,0,0.996238768,282,1,,282,0,N,"Nearest Polyline, no name check",n/a,849.4387207,846.2437744,0,846.2437744
341,341,,,,,,338851,148092,,,AxeBrueIDB_structures+N,1,141,1.010702761,338851.2239,148092.9856,,237,W02,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,330,1,341,9.15124E-06,0.770393312,341,1,,341,0,N,"Nearest Polyline, no name check",n/a,1098.014038,845.9026489,0,845.9026489
174,174,,,,,,335033,141781,,,AxeBrueIDB_structures+N,1,243,1.163695169,335033.3412,141782.1126,,70,H18,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,170,1,174,4.71546E-05,0.631801605,174,1,,174,0,N,"Nearest Polyline, no name check",n/a,846.2841187,840.7458496,0,840.7458496
58,58,Panborough Relief Channel Weir,EA,EA,Panborough Relief Channel,Fixed weir,346920,145420,51.20551,-2.7611784,North Drain,1,370,165.285692,346854.7392,145268.1435,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,58,1,58,2.61129E-05,0.950610042,58,1,,58,0,N,"Nearest Polyline, no name check",n/a,859.7503662,817.2873535,0,817.2873535
135,135,,,,,,332409,156394,,,AxeBrueIDB_structures+N,1,358,4.464111803,332410.2358,156398.2896,,31,BL05,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,133,1,135,4.75338E-05,0.336832821,135,1,,135,0,N,"Nearest Polyline, no name check",n/a,2408.891846,811.3938599,0,811.3938599
227,227,,,,,,350332,147046,,,AxeBrueIDB_structures+N,1,775,0.099976736,350332.0712,147045.9298,,123,UA07,Valve (Inlet),0,,,5.585999966,N,"Nearest Polyline, no name check",n/a,219,1,227,1.42853E-05,0.707222581,227,1,,227,0,N,"Nearest Polyline, no name check",n/a,1139.79187,806.0865479,0,806.0865479
171,171,,,,,,336088,142099,,,AxeBrueIDB_structures+N,1,382,0.33701842,336088.08,142099.3274,,67,H14,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,167,3,171,1.38604E-05,0.091732666,171,1,,171,0,N,"Nearest Polyline, no name check",n/a,1121.732544,802.1897583,0,802.1897583
384,384,,,,,,339834,146122,,,AxeBrueIDB_structures+N,1,172,0.156282363,339833.9542,146121.8506,,280,XW01,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,373,2,384,1.97659E-05,0.441753417,384,1,,384,0,N,"Nearest Polyline, no name check",n/a,1087.343018,849.8746338,52.41096115,797.4636726
87,87,Great Withy Rhyne Inlet,UB IDB,UB IDB,Great Withy Rhyne Millstream,Flap valve,349080,139760,51.154817,-2.7294586,North Drain,1,1090,0.733125598,349079.947,139760.7312,Cast iron flap valve on masonry headwall operated,,,,,,,0,N,"Nearest Polyline, no name check",n/a,87,8,87,7.29955E-06,0.215822369,87,1,,87,0,N,"Nearest Polyline, no name check",n/a,29523.62891,24872.53906,24081.10547,791.4335937
153,153,,,,,,339939,141439,,,AxeBrueIDB_structures+N,1,97,2.068305943,339940.9864,141438.4239,,49,C18,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,151,1,153,5.15684E-05,0.985662699,153,1,,153,0,N,"Nearest Polyline, no name check",n/a,798.4237671,786.9765015,0,786.9765015
416,416,,,,,,347318,141374,,,AxeBrueIDB_structures+N,1,303,0.054389196,347318.0146,141374.0524,,312,UB95,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,405,1,416,6.74794E-06,0.365508229,416,1,,416,0,N,"Nearest Polyline, no name check",n/a,2114.815186,772.9822998,0,772.9822998
422,422,,,,,,344418,144671,,,AxeBrueIDB_structures+N,1,25,0.224271023,344418.2131,144670.9301,,318,XUB01,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,411,1,422,2.86626E-07,0.98769623,422,1,,422,0,N,"Nearest Polyline, no name check",n/a,761.7645264,752.3919678,0,752.3919678
62,62,Fenny Castle Gauging Station,EA,EA,River Sheppey,Gauging station ?,349830,143850,51.191658,-2.7193078,North Drain,1,991,5.343696723,349832.869,143854.5082,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,62,15,62,6.21609E-06,0.327912778,62,1,,62,0,N,"Nearest Polyline, no name check",n/a,28258.80664,27107.39648,26370.73242,736.6640625
192,192,,,,,,332472,141775,,,AxeBrueIDB_structures+N,1,250,7.565084061,332470.5994,141782.4343,,88,H40,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,186,1,192,1.29156E-05,0.009997857,192,1,,192,0.125,Y,"Nearest Polyline, no name check",n/a,743.864624,731.5184937,0,731.5184937
183,183,,,,,,332339,142267,,,AxeBrueIDB_structures+N,1,395,0.225910164,332339.2211,142266.9536,,79,H30,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,178,1,183,6.11993E-06,0.555318534,183,1,,183,0,N,"Nearest Polyline, no name check",n/a,2030.807617,1458.527954,731.5184937,727.0094604
290,290,,,,,,352014,141021,,,AxeBrueIDB_structures+N,1,1132,2.719223607,352011.2936,141021.2639,,186,UB42,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,281,10,290,1.23461E-05,0.535919368,290,2,,290,0,N,"Nearest Polyline, no name check",n/a,27681.50195,27674.12695,26949.09961,725.0273437
317,317,,,,,,349032,141184,,,AxeBrueIDB_structures+N,1,75,0.737215312,349031.3314,141183.6894,,213,UB70,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,307,4,317,8.07553E-06,0.436749041,317,2,,317,0,N,"Nearest Polyline, no name check",n/a,1655.408691,722.9981079,0,722.9981079
129,129,,,,,,330703,150561,,,AxeBrueIDB_structures+N,1,124,1.290067067,330701.881,150561.6419,,25,BB08,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,127,1,129,2.96213E-05,0.9596591,129,1,,129,0,N,"Nearest Polyline, no name check",n/a,728.3620605,709.5517578,0,709.5517578
306,306,,,,,,354010,133835,,,AxeBrueIDB_structures+N,1,298,0.11250408,354010.104,133834.9572,,202,UB58,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,297,1,306,4.14643E-05,0.997937202,306,1,,306,0,N,"Nearest Polyline, no name check",n/a,37505.10156,37502.32031,36816.89453,685.4257812
178,178,,,,,,336671,143213,,,AxeBrueIDB_structures+N,1,60,0.842245042,336670.5736,143212.2737,,74,H24,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,174,2,178,1.87899E-05,0.979758084,178,1,,178,0,N,"Nearest Polyline, no name check",n/a,1766.157104,1730.406616,1059.983643,670.4229736
244,244,,,,,,342881,152753,,,AxeBrueIDB_structures+N,1,398,3.931149059,342884.5437,152754.7018,,140,UA24,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,236,1,244,0,0.983348608,244,1,,244,0,N,"Nearest Polyline, no name check",n/a,681.0975952,669.7563477,0,669.7563477
421,421,,,,,,349304,140646,,,AxeBrueIDB_structures+N,1,78,1.178419265,349302.9316,140646.4971,,317,UB100,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,410,1,421,3.60641E-05,0.543394089,421,1,,421,0,N,"Nearest Polyline, no name check",n/a,3657.110352,2620.37085,1950.873657,669.4971924
126,126,,,,,,331411,154785,,,AxeBrueIDB_structures+N,1,66,0.557572785,331411.1808,154784.4726,,22,BB05,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,124,2,126,4.30561E-05,0.995474458,126,1,,126,0,N,"Nearest Polyline, no name check",n/a,777.4360962,773.9177856,114.6634064,659.2543793
305,305,,,,,,354371,133384,,,AxeBrueIDB_structures+N,1,298,4.241675634,354371.8697,133388.1516,,201,UB57,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,296,1,305,4.10736E-05,0.489319772,305,1,,305,0,N,"Nearest Polyline, no name check",n/a,37505.10156,36816.89453,36159.04297,657.8515625
189,189,,,,,,336418,143964,,,AxeBrueIDB_structures+N,1,60,188.8143219,336603.8316,143930.5715,,85,H37,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,183,1,189,0,0.370240837,189,1,,189,0,N,"Nearest Polyline, no name check",n/a,1766.157104,653.9035645,0,653.9035645
371,371,,,,,,339831,141017,,,AxeBrueIDB_structures+N,1,187,1.40751347,339829.6433,141017.3746,,267,XC04,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,360,1,371,4.7644E-05,0.512972057,371,1,,371,0,N,"Nearest Polyline, no name check",n/a,1262.680054,647.7196045,0,647.7196045
299,299,,,,,,350884,136549,,,AxeBrueIDB_structures+N,1,363,0.509840542,350884.2547,136549.4417,,195,UB51,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,290,2,299,3.29508E-05,0.32896021,299,1,,299,0,N,"Nearest Polyline, no name check",n/a,1875.026489,616.809082,0,616.809082
131,131,,,,,,331766,155323,,,AxeBrueIDB_structures+N,1,102,0.090838971,331765.9174,155322.9623,,27,BK01,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,129,1,131,4.22205E-05,0.367862463,131,1,,131,0,N,"Nearest Polyline, no name check",n/a,1652.330322,607.8302612,0,607.8302612
296,296,,,,,,355010,140618,,,AxeBrueIDB_structures+N,1,445,251.7375136,354758.958,140599.3,,192,UB48,Penstock,0,,,15.28199959,Y,"Nearest Polyline, no name check",n/a,287,12,296,1.79306E-05,0.99000001,296,1,,296,0,N,"Nearest Polyline, no name check",n/a,30458.9707,30443.68945,29848.33008,595.359375
97,97,Peacock Farm Penning Boards,UB IDB,UB IDB,Galtons Canal,Penning hatch,344450,143140,51.184775,-2.7961774,North Drain,1,74,7.221189258,344457.1191,143138.7898,Not in use.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,95,1,97,4.11661E-05,0.263769507,97,1,,97,0,N,"Nearest Polyline, no name check",n/a,2175.030273,573.706665,0,573.706665
77,77,Totney Drove Inlet No 3,EA,EA,River Brue,Penstock,343370,142810,51.181702,-2.811576,North Drain,1,1083,2.641466751,343368.7718,142807.6615,18? culvert with penstock,,,,,,,0,N,"Nearest Polyline, no name check",n/a,77,6,77,5.47251E-05,0.794375777,77,6,,77,0,N,"Nearest Polyline, no name check",n/a,19302.75977,18238.5293,17672.4707,566.0585938
380,380,,,,,,337148,141595,,,AxeBrueIDB_structures+N,1,322,2.388803394,337148.5783,141597.3178,,276,XC13,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,369,1,380,5.15058E-05,0.79706955,380,1,,380,0,N,"Nearest Polyline, no name check",n/a,935.2202759,745.4356079,182.6672058,562.7684021
134,134,,,,,,331457,156449,,,AxeBrueIDB_structures+N,1,50,1.49459691,331457.6807,156450.3306,,30,BL04,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,132,2,134,9.67498E-06,0.267021835,134,1,,134,0,N,"Nearest Polyline, no name check",n/a,2094.541748,559.2883911,0,559.2883911
163,163,,,,,,331718,143946,,,AxeBrueIDB_structures+N,1,310,4.415330675,331722.3343,143945.1578,,59,H05,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,161,2,163,3.53721E-05,0.819545209,163,1,,163,0,N,"Nearest Polyline, no name check",n/a,738.979126,637.9734497,88.15691376,549.8165359
419,419,,,,,,348477,141144,,,AxeBrueIDB_structures+N,1,410,0.443320628,348477.1511,141144.4168,,315,UB98,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,408,4,419,2.2862E-05,0.55472225,419,1,,419,0,N,"Nearest Polyline, no name check",n/a,1026.52063,569.4338379,20.7026577,548.7311802
167,167,,,,,,330738,145995,,,AxeBrueIDB_structures+N,1,402,0.239436553,330737.8109,145994.8531,,63,H09,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,165,1,167,1.78694E-05,0.446032405,167,1,,167,0,N,"Nearest Polyline, no name check",n/a,609.5898438,548.2363281,0,548.2363281
65,65,Tealham RWLA S1,EA,EA,Non Main River,Penning boards,340830,145040,51.201494,-2.8482793,North Drain,1,307,4.032508649,340825.9866,145039.6082,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,65,2,65,2.96599E-05,0.97796452,65,1,,65,0,N,"Nearest Polyline, no name check",n/a,729.3270874,713.2559814,173.5594635,539.6965179
429,429,,,,,,339758,153384,,,AxeBrueIDB_structures+N,1,341,1.322620945,339758.2432,153382.6999,,325,BA05,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,418,1,429,3.02777E-05,0.570112824,429,1,,429,0,N,"Nearest Polyline, no name check",n/a,931.5036621,538.6040039,0,538.6040039
18,18,Catcott Burtle Sluice (Catcott Burtle Tilting Weir),EA,EA,South Drain Back Ditch,Tilting weir gate with stop log grooves,340000,142420,0,51.177851,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,18,9,18,2.26213E-05,0.845511556,18,1,,18,0,N,"Nearest Polyline, no name check",n/a,20225.53711,19966.45313,19429.66602,536.7871094
19,19,Catcott Heath Sluice,EA,EA,South Drain Back Ditch,Vertical lift gate,340030,142320,0,51.176955,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,19,9,19,2.26213E-05,0.845511556,19,1,,19,0,N,"Nearest Polyline, no name check",n/a,20225.53711,19966.45313,19429.66602,536.7871094
47,47,C01,LB IDB,LB IDB,Nidon Rhyne,Stop-logs,339180,140620,0,51.161581,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,47,9,47,2.26213E-05,0.845511556,47,1,,47,0,N,"Nearest Polyline, no name check",n/a,20225.53711,19966.45313,19429.66602,536.7871094
49,49,C04,LB IDB,LB IDB,Nidon Rhyne,Vertical railway sleepers,340740,139990,0,51.156081,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,49,9,49,2.26213E-05,0.845511556,49,1,,49,0,N,"Nearest Polyline, no name check",n/a,20225.53711,19966.45313,19429.66602,536.7871094
50,50,C05,LB IDB,LB IDB,Black Ditch,Stop-logs,340750,139990,0,51.156082,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,50,9,50,2.26213E-05,0.845511556,50,1,,50,0,N,"Nearest Polyline, no name check",n/a,20225.53711,19966.45313,19429.66602,536.7871094
51,51,Whitehouse Drove,UB IDB,UB IDB,Heath Rhyne (Lower),Penning Boards,341650,143310,0,51.186024,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,51,9,51,2.26213E-05,0.845511556,51,1,,51,0,N,"Nearest Polyline, no name check",n/a,20225.53711,19966.45313,19429.66602,536.7871094
76,76,Totney Drove Inlet No 2,EA,EA,River Brue,Penstock,342920,143150,51.184714,-2.8180675,North Drain,1,1083,8.438288314,342917.7452,143141.8685,18? culvert with penstock,,,,,,,0,N,"Nearest Polyline, no name check",n/a,76,5,76,4.1811E-05,0.685005248,76,1,,76,0,N,"Nearest Polyline, no name check",n/a,19302.75977,17672.4707,17136.63672,535.8339843
372,372,,,,,,340033,141017,,,AxeBrueIDB_structures+N,1,355,5.015969434,340037.9214,141016.0306,,268,XC05,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,361,1,372,3.49348E-06,0.756237686,372,1,,372,0,N,"Nearest Polyline, no name check",n/a,701.7788086,530.7116089,0,530.7116089
420,420,,,,,,349329,139386,,,AxeBrueIDB_structures+N,1,1090,3.427119303,349325.8147,139387.2646,,316,UB99,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,409,9,420,2.95485E-05,0.304555386,420,1,,420,0,N,"Nearest Polyline, no name check",n/a,29523.62891,25398.83008,24872.53906,526.2910156
295,295,,,,,,354157,140627,,,AxeBrueIDB_structures+N,1,445,2.063004837,354156.5834,140624.9795,,191,UB47,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,286,11,295,3.1838E-06,0.60041827,295,1,,295,0,N,"Nearest Polyline, no name check",n/a,30458.9707,29848.33008,29327.26758,521.0625
281,281,,,,,,350815,143466,,,AxeBrueIDB_structures+N,1,162,0.809701032,350814.8332,143466.7923,,177,UB32,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,272,1,281,3.34895E-05,0.213118106,281,1,,281,0,N,"Nearest Polyline, no name check",n/a,2443.581055,520.7713013,5.33207655,515.4392247
394,394,,,,,,341056,145296,,,AxeBrueIDB_structures+N,1,203,3.839612478,341054.9853,145292.2969,,290,XW11,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,383,3,394,7.58779E-06,0.613847435,394,1,,394,0,N,"Nearest Polyline, no name check",n/a,907.4840088,640.3192139,130.2667542,510.0524597
333,333,,,,,,346920,138770,,,AxeBrueIDB_structures+N,1,158,3.55433828,346923.5367,138769.6463,,229,UB86,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,322,1,333,4.21501E-06,0.717190623,333,1,,333,0,N,"Nearest Polyline, no name check",n/a,706.4145508,506.6338806,0,506.6338806
172,172,,,,,,331963,142873,,,AxeBrueIDB_structures+N,1,395,0.031757251,331962.9907,142872.9696,,68,H16,Tilting Weir,0,,,7.590000153,N,"Nearest Polyline, no name check",n/a,168,1,172,2.17042E-05,0.98435384,172,1,,172,0,N,"Nearest Polyline, no name check",n/a,494.2002563,486.4678955,0,486.4678955
28,28,Pons Perilis Bridge Weir,EA,EA,River Brue,Stone / boulder weir,348700,137770,0,51.136891,South Drain,1,393,58.22701065,346361.5851,137168.4605,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,28,1,28,1.40039E-05,0.25691992,28,1,,28,0,N,"Nearest Polyline, no name check",n/a,1858.805908,477.56427,0,477.56427
52,52,Sharpham Road Feed Valve,Private,Private,Sharpham Road Rhyne,Valved feed pipe,346910,138700,0,51.145089,South Drain,1,393,58.22701065,346361.5851,137168.4605,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,52,1,52,1.40039E-05,0.25691992,52,1,,52,0,N,"Nearest Polyline, no name check",n/a,1858.805908,477.56427,0,477.56427
243,243,,,,,,342523,153157,,,AxeBrueIDB_structures+N,1,324,1.117478076,342524.0942,153156.7731,,139,UA23,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,235,1,243,0,1,243,1,,243,0,N,"Nearest Polyline, no name check",n/a,473.9156799,473.9156799,0,473.9156799
219,219,,,,,,336464,145667,,,AxeBrueIDB_structures+N,1,136,135.6839077,336370.6894,145568.4949,,115,M25,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,212,1,219,0,0.293974251,219,1,,219,0,N,"Nearest Polyline, no name check",n/a,1656.290527,486.9067383,13.25134754,473.6553907
27,27,Cold Harbour Bridge Weir,EA,EA,River Brue,Fixed weir,347980,140320,0,51.159753,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,27,1,27,1.4055E-06,0.384682477,27,1,,27,0,N,"Nearest Polyline, no name check",n/a,1226.520874,471.821106,0,471.821106
32,32,Cold Harbour Sluice,EA,EA,Glastonbury Millstream,Timer penstock,348060,140330,0,51.15985,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,32,1,32,1.4055E-06,0.384682477,32,1,,32,0,N,"Nearest Polyline, no name check",n/a,1226.520874,471.821106,0,471.821106
33,33,North Load Penning Bay (North Load Penning Boards),EA,EA,Glastonbury Millstream,Penning Bays,349320,139580,0,51.15322,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,33,1,33,1.4055E-06,0.384682477,33,1,,33,0,N,"Nearest Polyline, no name check",n/a,1226.520874,471.821106,0,471.821106
35,35,Aqueduct Sluice (Glastonbury Canal Aqueduct Sluice),EA,EA,Glastonbury Canal,Culvert,348000,139240,0,51.150044,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,35,1,35,1.4055E-06,0.384682477,35,1,,35,0,N,"Nearest Polyline, no name check",n/a,1226.520874,471.821106,0,471.821106
36,36,New Close Balancing Pond,County Council,Private,Glastonbury Millstream,Timber penstock,349270,139270,0,51.150428,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,36,1,36,1.4055E-06,0.384682477,36,1,,36,0,N,"Nearest Polyline, no name check",n/a,1226.520874,471.821106,0,471.821106
37,37,Chisletts Weir,Private,Private,Glastonbury Millstream,Penning Bays,349100,138800,0,51.146187,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,37,1,37,1.4055E-06,0.384682477,37,1,,37,0,N,"Nearest Polyline, no name check",n/a,1226.520874,471.821106,0,471.821106
38,38,Baileys Sluices,Private,Private,Glastonbury Millstream,Culvert,348720,138420,0,51.142737,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,38,1,38,1.4055E-06,0.384682477,38,1,,38,0,N,"Nearest Polyline, no name check",n/a,1226.520874,471.821106,0,471.821106
335,335,,,,,,345129,142664,,,AxeBrueIDB_structures+N,1,321,0.435092198,345129.2276,142664.3708,,231,UB88,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,324,1,335,1.24366E-05,0.973693311,335,1,,335,0,N,"Nearest Polyline, no name check",n/a,462.4398804,450.2745972,0,450.2745972
352,352,,,,,,340099,145372,,,AxeBrueIDB_structures+N,1,406,2.127090213,340098.1496,145370.0503,,248,W13,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,341,2,352,5.92241E-07,0.980939984,352,1,,352,0,N,"Nearest Polyline, no name check",n/a,797.7359619,782.5311279,339.3431702,443.1879578
385,385,,,,,,340206,145974,,,AxeBrueIDB_structures+N,1,400,3.211720684,340207.3381,145976.9197,,281,XW02,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,374,1,385,1.54699E-06,0.697321177,385,1,,385,0,N,"Nearest Polyline, no name check",n/a,632.5648804,441.1009216,0,441.1009216
